32,30,true,false
25.697845,25.929861,25.450269,26.062847,25.595486,39.163542,32.856244,30.438165,28.257119,27.887966,26.515278,27.449524,25.123235,24.979901,23.617014,24.638683,24.228539,36.016457,30.910764,30.26875,27.791656,27.069097,24.948406,25.120392,24.113311,24.791263,24.293403,25.293629,25.478472,41.747329,0
26.664813,27.189924,25.508487,25.701282,25.100321,38.07231,35.704422,33.871474,31.964744,31.78141,30.345192,30.937204,29.667816,30.007007,28.679915,27.858333,26.917045,38.699371,34.630769,32.465064,30.121352,30.202117,28.753526,29.530769,28.145038,32.599496,26.433534,27.013547,26.801923,41.020751,0
28.256658,29.323656,27.788289,28.834131,28.11876,30.395589,16.948351,13.820845,12.002416,11.322821,10.512104,10.872102,10.056652,9.956967,9.757709,10.240477,10.266686,18.598159,15.396994,14.764696,15.287797,17.011059,17.821889,21.284946,21.978877,24.63955,27.513489,32.21875,31.59125,52.040833,1
25.809807,26.780341,25.457986,25.492708,24.811196,38.971401,33.716667,31.389998,29.779943,28.793356,26.503275,25.831939,24.019179,24.721875,23.926046,28.1625,24.964931,37.69948,31.857143,30.630445,27.934205,28.208982,27.178667,28.115278,25.822222,25.686458,25.293403,26.105477,25.898497,41.002083,0
26.924934,29.337095,31.165417,32.147917,32.19875,33.868391,16.686832,13.525972,11.989908,11.444633,10.166904,10.40963,9.944292,10.014167,9.770583,10.074704,10.038757,18.628835,14.956389,15.010338,15.276611,17.348382,17.938082,21.154972,19.210012,21.322725,22.90609,28.124696,28.006439,44.720833,0
25.650156,29.07633,29.093939,29.582576,29.31553,38.422526,17.213466,14.319306,12.323568,11.788043,11.069732,11.071459,10.189704,10.169056,9.876667,10.241967,10.288617,17.817691,17.277238,15.727076,15.413061,17.532313,18.574952,20.951844,21.22221,24.348424,26.472354,34.833079,37.189336,63.351042,1
27.386538,30.797871,30.591288,30.571591,30.817045,32.719479,15.925492,13.926806,12.331867,12.089069,11.429152,11.471829,10.601528,10.502222,10.276449,10.553384,10.658056,16.334578,19.313631,16.78918,15.598901,17.265833,18.457873,21.625396,22.176517,24.420165,27.293899,38.347373,31.982637,46.49625,0
13.220167,13.645292,13.535902,13.985913,7.873895,10.794054,9.862752,10.084583,9.426528,9.285932,8.999903,9.44163,8.813133,9.061528,8.842334,9.204722,8.875154,13.53421,12.883622,14.635713,15.851705,18.465127,19.213759,22.543111,22.731582,24.932601,28.007892,31.93305,32.497545,47.221465,0
11.403889,11.53,11.6,12.774345,6.921983,9.171899,8.454022,8.566744,8.155981,8.124746,8.036016,8.390607,7.829626,8.02911,7.936929,8.136025,7.893892,11.492792,11.369681,12.791835,14.521837,16.543983,17.756372,20.719348,21.756305,21.074457,24.176901,28.94875,29.053429,46.560685,0
27.993423,29.223718,28.342593,28.405583,26.029656,38.228846,36.489583,34.25036,31.779729,31.303205,29.179064,29.288136,27.96693,28.116085,27.428205,28.126923,26.5875,39.530128,36.216567,34.050836,32.151985,31.534755,29.996068,30.231342,28.299038,28.763525,28.090805,27.333149,26.875962,40.626314,0
26.932367,32.181394,29.426555,29.163889,29.261516,28.872706,18.005208,17.89831,16.017361,12.767154,13.248893,12.032633,11.072361,10.820314,10.593893,11.033041,10.68382,17.240395,16.659167,16.011709,16.345486,16.924828,18.714576,22.84339,22.261617,24.470328,26.404605,31.966667,34.361099,55.118981,1
27.882295,26.911012,25.353723,26.012833,25.858333,28.83221,22.100429,19.13689,15.201984,14.326864,12.69953,12.780393,11.669583,12.064601,11.213194,11.34498,11.613079,18.450094,17.109718,16.692889,17.021949,23.758073,21.890575,24.310347,20.941468,22.197828,22.501555,22.184481,23.545966,44.84919,0
25.314961,25.639869,25.841888,26.833131,24.043544,39.416026,35.111895,32.835803,29.972756,29.649848,28.336342,29.984879,31.969986,25.83215,25.055468,25.304036,24.769857,38.589103,34.217949,31.398302,28.795192,28.51127,27.74529,28.058974,25.976282,29.388883,25.918956,25.38979,25.003879,41.73109,0
28.663086,32.22619,31.51784,31.871318,33.967589,34.196114,19.686278,15.443161,13.676729,13.301107,12.112614,12.42833,11.737106,11.474054,11.148757,11.26334,11.265833,16.127734,17.997119,16.588016,17.079821,19.078884,20.470847,24.370628,24.367766,27.660325,29.985985,30.425353,29.031818,44.192045,0
29.142606,28.911218,27.8125,28.000321,27.151282,38.877564,36.219282,34.537821,32.776923,32.780128,31.287821,31.496795,30.24318,30.398743,29.09359,29.625907,28.618383,38.941589,36.811465,35.366253,33.429668,33.749359,32.639423,32.375807,30.488773,31.000115,29.581356,30.766266,28.980449,41.36891,0
13.671452,13.827641,13.977505,13.527968,7.945048,10.847442,9.981944,9.926389,9.470635,9.650225,9.347389,9.854993,9.272147,9.348056,9.168056,9.702428,9.304692,13.291526,13.043539,14.820224,16.170007,18.566361,19.950857,23.195833,24.50079,28.295959,31.058007,32.75875,33.622248,47.341548,0
12.386395,12.665833,12.607104,13.988406,8.501955,10.382089,9.113649,8.928412,8.550139,8.635278,8.464232,8.895139,8.581398,8.634554,8.634562,8.989667,8.902639,12.016532,11.624803,13.519792,14.893735,17.446097,19.066492,22.213449,24.565487,28.189114,28.006503,28.912121,29.018182,43.716288,0
23.445391,26.336988,28.708742,30.030833,29.562174,33.780782,17.01081,13.257053,12.601425,11.307303,10.246564,10.522387,9.936528,9.918333,9.630365,10.000838,9.850712,15.8454,14.90121,14.006012,13.919434,15.049001,16.486343,20.026111,20.704963,22.87537,25.970588,31.775794,33.119544,57.211043,1
24.562629,25.00303,24.390732,24.810606,24.985606,37.64985,33.231818,31.669318,30.393547,31.2,30.156439,29.561364,27.953422,27.960606,27.298252,27.731767,26.86953,38.701423,35.633333,33.422727,31.779545,31.383203,29.836119,31.115701,29.296939,29.180682,28.074242,28.501515,28.228412,40.325758,0
23.506944,27.428837,29.916887,30.956758,30.794167,30.783118,15.435108,14.799079,14.27831,11.062164,10.868342,10.167052,9.624349,9.53127,9.368406,9.677276,9.695019,16.277762,14.559861,13.57963,13.792268,15.386139,16.835728,20.365041,18.762821,20.52668,22.942785,27.20915,30.510195,50.809457,1
23.019616,25.172183,28.34375,30.936708,30.13,31.123158,15.262571,12.634673,12.362152,11.506301,10.443776,10.18581,9.553017,9.279863,9.021631,9.333859,9.445671,16.656914,13.912529,13.763784,14.456498,15.686866,17.139826,19.726337,20.181134,22.09375,26.704248,32.02037,30.961922,49.296038,0
15.138258,14.485985,14.589394,22.57967,22.197269,23.747772,27.205186,33.975,31.004861,30.831944,27.482639,28.360417,28.277778,27.740578,31.240972,39.243739,33.867857,31.22381,28.382143,27.271429,25.742857,26.85,25.570987,23.899405,20.38869,15.926627,15.689286,19.420833,39.27619,58.380628,1
22.132487,25.213627,27.097555,27.797698,27.426667,30.656145,13.240466,12.107347,12.477575,10.056425,9.876267,9.482803,9.024076,9.118057,8.739309,9.028889,9.037846,14.839087,12.969708,12.927275,12.99744,13.953285,14.803371,17.301183,18.163968,19.77434,21.412423,25.283866,28.539634,54.729167,1
23.866728,24.014032,23.951474,23.345833,22.824086,31.945833,30.358119,28.550833,26.510417,25.530833,23.756667,23.661628,21.788772,22.72625,21.37144,21.698333,20.741643,32.73125,30.65625,27.350417,26.329167,31.714406,31.28416,31.473432,29.124167,28.817083,27.894217,28.2825,27.594934,41.543991,0
14.651571,16.168297,17.088621,17.914167,18.405079,20.416489,11.094394,8.529514,7.663694,7.573722,6.839028,6.82404,6.592696,6.412917,6.151465,6.325,6.277947,10.875551,10.28369,9.562201,10.484594,12.706753,14.419476,17.291471,18.938042,21.402116,24.511272,29.843508,29.99537,46.890278,0
25.359091,25.170833,24.30131,24.99437,24.701154,36.540333,34.529924,31.857197,26.249621,24.07348,21.678635,20.07238,18.408276,18.149242,17.255189,17.565367,16.84502,22.700011,21.246469,17.80809,16.867244,18.202378,20.113934,25.460937,24.445696,24.949306,25.102083,25.941667,25.470139,42.527778,0
16.027917,16.562263,16.43125,15.904583,16.118333,30.835,24.305,23.924611,21.038535,19.16375,18.522083,17.582607,16.254583,16.309004,16.152954,15.381667,16.01,24.024167,22.985833,23.068262,25.531064,31.165882,31.268461,30.932639,29.728472,26.431944,26.726389,27.436111,26.622222,41.868119,0
20.640876,20.811979,19.970312,20.964737,19.919341,30.283508,23.325924,22.322685,21.58119,20.598611,19.409354,20.515949,19.531944,19.446296,18.779167,18.53287,18.974399,26.526389,24.903241,26.785473,30.902128,30.565972,30.353472,27.615278,28.145664,27.502778,27.455324,27.8125,25.536111,40.831944,0
23.072222,21.298611,21.218056,21.432426,22.138181,27.059722,25.936965,25.50407,23.696528,24.506222,23.902368,22.466667,22.658333,21.67541,20.430308,22.726389,20.904861,26.360417,25.103472,25.138715,37.764583,38.326389,38.965294,37.509722,36.565278,35.4,36.484722,37.635485,37.976389,47.436806,0
17.546074,20.168939,21.094167,21.542083,21.8225,22.080477,12.660055,10.060041,9.814865,9.061755,7.862813,8.213793,7.034053,7.204885,7.04921,7.202013,7.55371,9.57664,9.325563,13.872623,12.147246,11.906875,12.743552,14.410569,14.668981,15.909515,17.90095,20.633503,26.032585,50.099462,1
11.026389,10.75987,10.310974,9.729967,13.719786,13.19056,11.749306,9.713889,9.254861,10.991667,8.658411,8.979861,8.93721,9.570139,8.638889,7.801592,8.70625,9.300828,9.297917,8.076187,7.916514,7.006944,7.321528,7.215972,7.095139,7.002083,7.85,7.825,29.355556,45.438889,0
10.622917,9.748738,9.638889,8.648611,8.984028,11.117698,10.182639,8.904167,9.067602,9.360417,8.099882,7.732941,9.034722,8.032639,7.352083,7.494444,7.27915,7.004167,6.665278,7.427778,8.052083,6.39375,6.116678,6.249235,6.361806,6.222917,5.96875,6.958504,6.526883,49.317361,0